iter	MAE	RMSE
116	653.0429637	850.2911364
117	652.9373162	850.2352084
118	652.9307394	850.2287809
119	652.7989483	850.1217313
120	652.7952041	850.118593
121	652.7512153	850.0730216
122	652.7309163	850.0626241
123	652.7106652	850.0433136
124	652.6517212	850.0236357
125	652.6504728	850.0227085
126	652.6036117	849.9944254
127	652.6007499	849.9920425
128	652.561758	849.964991
129	652.551224	849.960347
130	652.5294043	849.9452745
131	652.5269427	849.9431322
132	652.523132	849.9386176
133	652.5150971	849.9324537
134	652.5142296	849.9310167
135	652.4237802	849.8630632
136	652.3889389	849.8270406
137	652.3883089	849.8265748
138	652.3851952	849.8252502
139	652.3757802	849.8142673
140	652.3750716	849.8137238
141	652.3584612	849.8018871
142	652.3510297	849.7944618
143	652.2365013	849.7096437
144	652.097798	849.56187
145	652.0439088	849.5303855
146	652.0433486	849.5300221
147	652.0279602	849.5182712
148	652.0243259	849.5151093
149	652.0225238	849.5108515
150	652.0155823	849.5015732
151	652.002275	849.493084
152	651.9034287	849.4388895
153	651.9000443	849.4357587
154	651.8660809	849.4012774
155	651.8172241	849.3455212
156	651.7104939	849.2878881
157	651.7048866	849.2805722
158	651.640698	849.2331484
159	651.6356176	849.2274725
160	651.5841056	849.1727221
161	651.4911658	849.1096917
162	651.4877466	849.1060389
163	651.4868766	849.1042023
164	651.3977882	849.0194665
165	651.3968436	849.0177559
166	651.3947674	849.0163691
167	651.3925283	849.0131231
168	651.3911541	849.0110245
169	651.3752545	849.0057248
170	651.2984602	848.9715061
171	651.2966045	848.9695826
172	651.262483	848.9296263
173	651.2563219	848.9251331
174	651.2210733	848.9029585
175	651.2189696	848.901254
176	651.2178009	848.9000655
177	651.2156281	848.8980672
178	651.2128553	848.895902
179	651.1640161	848.8434586
180	651.1630945	848.8428686
181	651.131998	848.8057939
182	651.0023031	848.7361206
183	651.000697	848.7351098
184	650.9834469	848.720579
185	650.9828126	848.7200507
186	650.91911	848.6468673
187	650.9182259	848.6458409
188	650.9082268	848.6383225
189	650.8975248	848.6310205
190	650.8956869	848.6288903
191	650.7736546	848.5603046
192	650.6735592	848.4678756
193	650.6570215	848.4474036
194	650.6548511	848.4448583
195	650.6529354	848.4421383
196	650.652199	848.441146
197	650.6498456	848.438604
198	650.5573432	848.3730026
199	650.5496793	848.3692374
200	650.5209692	848.3526985
201	650.5186724	848.3515642
202	650.5115541	848.3444988
203	650.5070546	848.3414936
204	650.506523	848.3401843
205	650.5064846	848.3401311
206	650.5051706	848.338824
207	650.4728536	848.316872
208	650.4366267	848.2947296
209	650.435175	848.2934752
210	650.4326564	848.2888404
211	650.4320761	848.2851168
212	650.4315781	848.2844455
213	650.4279269	848.2804069
214	650.4257336	848.2779871
215	650.4241928	848.2764539
216	650.4210718	848.2736574
217	650.2290387	848.1098338
218	650.2238378	848.1039048
219	650.2212552	848.1006134
220	650.0938336	848.0487017
221	650.0935896	848.0484033
222	650.0925694	848.0467146
223	650.0925744	848.0467123
224	650.0806191	848.0366865
225	650.0662671	848.0268997
226	650.0445016	848.0139589
227	649.9798759	847.9651312
228	649.9794899	847.9648529
229	649.9771288	847.9623385
230	649.9743294	847.9597946
231	649.967084	847.9556096
232	649.9645373	847.9534203
233	649.9613016	847.9491812
234	649.9334896	847.9368978
235	649.931833	847.9350662
236	649.9304235	847.9337933
237	649.923194	847.9283283
238	649.9216254	847.9271325
239	649.8996213	847.9098768
240	649.8426303	847.8733031
241	649.8377575	847.8682628
242	649.8349891	847.8658519
243	649.7351858	847.8188255
244	649.7341914	847.8172852
245	649.73165	847.8150405
246	649.7294402	847.8123334
247	649.726465	847.8095442
248	649.7226612	847.8043823
249	649.7137651	847.7998253
250	649.6912733	847.7804123
251	649.6897735	847.778737
252	649.6887222	847.7768594
253	649.676179	847.7687102
254	649.5754592	847.678159
255	649.5265428	847.6285191
256	649.5253726	847.6270208
257	649.4183763	847.5581128
258	649.364641	847.5129307
259	649.3623534	847.5102044
260	649.2844052	847.4628308
261	649.2606201	847.4475997
262	649.215125	847.4206752
263	649.2131369	847.4173893
264	649.211316	847.4159029
265	649.2099543	847.4140896
266	649.2062634	847.4120126
267	649.1432924	847.3701464
268	649.1414576	847.3665206
269	649.0667975	847.3031016
270	649.0647159	847.3002922
271	649.0593448	847.2938357
272	649.0557543	847.2904983
273	648.955275	847.2437015
274	648.8921667	847.2170434
275	648.8806044	847.2078221
276	648.8250369	847.1799762
277	648.7425712	847.1311376
278	648.7407035	847.1278709
279	648.7313592	847.119993
280	648.6489794	847.0800036
281	648.6383746	847.0723195
282	648.6364161	847.0700766
283	648.6345382	847.0681237
284	648.5556067	847.0305859
285	648.4671713	846.9905671
286	648.407724	846.9402911
287	648.4047067	846.937684
288	648.3990284	846.9307091
289	648.3486243	846.9097101
290	648.3156048	846.8970044
291	648.309797	846.8901801
292	648.2774988	846.8605027
293	648.2716037	846.8532795
294	648.2707067	846.8519899
295	648.2700983	846.8477952
296	648.2400836	846.8221095
297	648.1648243	846.7794077
298	648.1206458	846.7619134
299	648.0518004	846.7244957
300	648.0365892	846.7108202
301	648.0022721	846.692234
302	647.9851244	846.6812969
303	647.9831875	846.6789701
304	647.9139981	846.6422962
305	647.904998	846.6357371
306	647.9016978	846.6292619
307	647.9017925	846.6246386
308	647.898094	846.6230139
309	647.8943376	846.6172803
310	647.8927054	846.6138409
311	647.7972272	846.5266559
312	647.7887473	846.5208354
313	647.7490842	846.4859198
314	647.7427531	846.4788038
315	647.735299	846.4739366
316	647.7341188	846.4721762
317	647.732376	846.4686085
318	647.721126	846.4590597
319	647.7158168	846.4526847
320	647.7141046	846.4495148
321	647.7115813	846.4454084
322	647.7076377	846.4409237
323	647.6536105	846.3960551
324	647.6479825	846.3897076
325	647.6454855	846.3848035
326	647.6342107	846.3754131
327	647.6235443	846.3705362
328	647.621194	846.3654949
329	647.5567999	846.3398438
330	647.5496538	846.3352986
331	647.5447577	846.329525
332	647.4805321	846.298173
333	647.4694832	846.2892385
334	647.3828281	846.214733
335	647.380851	846.2097388
336	647.3804404	846.2092756
337	647.3695574	846.1975219
338	647.3645803	846.1917351
339	647.3570298	846.1859529
340	647.3244543	846.1710923
341	647.3176912	846.1642301
342	647.2956857	846.1587593
343	647.2884567	846.1510667
344	647.2875486	846.1500196
345	647.286672	846.1488429
346	647.2705	846.1399322
347	647.2685729	846.1375775
348	647.2524189	846.1277857
349	647.2514113	846.1243226
350	647.2306221	846.1194593
351	647.2297649	846.1186011
352	647.2235844	846.1143484
353	647.1674783	846.0837676
354	647.1072107	846.0513299
355	647.1030291	846.0462
356	647.099159	846.0414942
357	647.0882434	846.033959
358	647.0854616	846.0305944
359	647.0788408	846.0219555
360	647.0603055	846.00711
361	647.0598888	846.0066376
362	646.9793831	845.9393337
363	646.9659138	845.9301149
364	646.9459439	845.9256902
365	646.9450524	845.9235359
366	646.9388077	845.9197479
367	646.9283881	845.9108906
368	646.9272176	845.9078602
369	646.8775123	845.8669644
370	646.8286481	845.8231837
371	646.8038995	845.8105313
372	646.7614249	845.7786355
373	646.7621436	845.7768757
374	646.7597961	845.7737882
375	646.7576967	845.7716827
376	646.75225	845.766266
377	646.749659	845.7631694
378	646.7355927	845.7550059
379	646.7197542	845.7437969
380	646.6742309	845.7196102
381	646.6695407	845.7144967
382	646.6679636	845.7122566
383	646.65919	845.7062904
384	646.6582044	845.7048903
385	646.6541415	845.7003789
386	646.6505574	845.6962507
387	646.6473557	845.6946624
388	646.6077067	845.6628862
389	646.606958	845.6617968
390	646.6043512	845.6594093
391	646.605287	845.6583361
392	646.5964482	845.6518556
393	646.5949932	845.6493118
394	646.5526728	845.627694
395	646.5524207	845.6273781
396	646.5484899	845.6234791
397	646.5454206	845.6197801
398	646.5367661	845.6145229
399	646.5340829	845.6132057
400	646.5200491	845.6060445
401	646.517058	845.6046117
402	646.5150855	845.6023794
403	646.5097547	845.5984904
404	646.5012422	845.5950286
405	646.500561	845.5940518
406	646.4999319	845.5919819
407	646.4343621	845.539849
408	646.434033	845.5393528
409	646.4308146	845.5357333
410	646.4292464	845.5335882
411	646.429011	845.5327134
412	646.4282724	845.530312
413	646.4279448	845.5280695
414	646.371939	845.4869058
415	646.3649373	845.4777185
416	646.3625121	845.4752081
417	646.3337526	845.4641622
418	646.3304703	845.4617704
419	646.3287737	845.4592256
420	646.3281973	845.4584187
421	646.3272431	845.457458
422	646.3257894	845.455433
423	646.3153419	845.4484759
424	646.3123733	845.4447361
425	646.3069438	845.4411212
426	646.3048214	845.4391764
427	646.3042203	845.4380491
428	646.3031059	845.4361562
429	646.2986813	845.4331289
430	646.270198	845.4228573
431	646.2610351	845.4166422
432	646.2614126	845.4160659
433	646.2602338	845.4146415
434	646.2546277	845.4117328
435	646.25345	845.4089893
436	646.2409952	845.3967409
437	646.2380117	845.3932437
438	646.2131622	845.38132
439	646.2098327	845.377964
440	646.1951796	845.3703578
441	646.1639288	845.3473931
442	646.1624753	845.3453977
443	646.1621503	845.3450267
444	646.161452	845.3441851
445	646.1613253	845.3440304
446	646.157855	845.3420957
447	646.1547827	845.3380538
448	646.1511454	845.3335681
449	646.1475211	845.3300077
450	646.1460769	845.32863
451	646.1458903	845.3283894
452	646.1415124	845.3234594
453	646.1410874	845.3230715
454	646.1342864	845.3138761
455	646.1333015	845.3115646
456	646.1176278	845.2974285
457	646.1152469	845.2961635
458	646.1032	845.2873612
459	646.1021292	845.2862885
460	646.1009511	845.2835315
461	646.1005903	845.2831994
462	646.1001993	845.2827305
463	646.0959907	845.2772984
464	646.0930955	845.2732084
465	646.0923796	845.2713041
466	646.091933	845.2703175
467	646.0907231	845.2693446
468	646.0228258	845.2441645
469	646.0219668	845.2425441
470	646.0190396	845.2394724
471	646.0168513	845.2369302
472	646.0145519	845.2342389
473	646.0115795	845.2311389
474	646.0087997	845.2279354
475	646.0087656	845.225606
476	646.0071691	845.2242695
477	645.983553	845.2132565
478	645.9801454	845.2105234
479	645.9800113	845.2101159
480	645.9734909	845.2026251
481	645.943092	845.1879205
482	645.9422951	845.1854536
483	645.9339426	845.1803374
484	645.930546	845.1771477
485	645.9301173	845.1766505
486	645.8977136	845.1625449
487	645.8951798	845.1583021
488	645.8896333	845.1508848
489	645.8860782	845.1462889
490	645.8815387	845.1409978
491	645.871661	845.1368419
492	645.8711454	845.1363047
493	645.8665831	845.1313272
494	645.8650638	845.1292258
495	645.8618661	845.1255449
496	645.8607951	845.1245814
497	645.8594181	845.1227905
498	645.854622	845.1193765
499	645.853391	845.1180291
500	645.8414141	845.1135605
501	645.840829	845.1126617
502	645.8364847	845.1095186
503	645.8330327	845.1055154
504	645.8325187	845.1049365
505	645.7801595	845.0822683
506	645.7219237	845.0565248
507	645.7134455	845.0495217
508	645.7129631	845.0488249
509	645.7098517	845.0456213
510	645.7067815	845.0408374
511	645.6935141	845.0322638
512	645.6912719	845.0290527
513	645.6901796	845.0277625
514	645.6900819	845.0255602
515	645.689287	845.0249113
516	645.6870896	845.0224647
517	645.6819388	845.0188279
518	645.6814877	845.0182466
519	645.6790464	845.015064
520	645.6789017	845.0142373
521	645.6784121	845.0136695
522	645.6757718	845.0100442
523	645.6754471	845.0095783
524	645.6664045	845.0046906
525	645.6629854	845.0000665
526	645.6639228	844.998954
527	645.660163	844.9955201
528	645.6592585	844.9949234
529	645.6577031	844.9927018
530	645.6567985	844.9917394
531	645.6566013	844.9913544
532	645.6552284	844.9900796
533	645.6550987	844.9897939
534	645.6478983	844.9850831
535	645.640036	844.9783307
536	645.6388812	844.9762908
537	645.6355691	844.9729818
538	645.6336466	844.9715308
539	645.6329744	844.9705132
540	645.6328521	844.9703181
541	645.6319252	844.9691779
542	645.6308318	844.967723
543	645.6275354	844.9647972
544	645.6261681	844.9630421
545	645.6258625	844.9626157
546	645.6223776	844.9580658
547	645.6196969	844.9540838
548	645.6193713	844.9514497
549	645.61922	844.9512694
550	645.6159543	844.9476267
551	645.6148976	844.9465558
552	645.6143658	844.9460419
553	645.5957215	844.9386156
554	645.5945703	844.9369961
555	645.5879538	844.9301412
556	645.5867414	844.9287315
557	645.5824423	844.9263708
558	645.5711043	844.9209763
559	645.5693068	844.9168634
560	645.5687683	844.9159248
561	645.5641196	844.910293
562	645.5638414	844.9083003
563	645.5601395	844.9050062
564	645.5587679	844.902487
565	645.553569	844.8985967
