iter	Passed	Remaining
354	244737	444664
355	245721	444506
356	246637	444223
357	247424	443705
358	248202	443170
359	249102	442849
360	250150	442787
361	251013	442394
362	251816	441892
363	252771	441656
364	254633	442993
365	255552	442677
366	256465	442350
367	257353	441976
368	258269	441647
369	259053	441090
370	260075	440936
371	261013	440635
372	261834	440135
373	262654	439629
374	263508	439181
375	264626	439168
376	266531	440447
377	268097	441155
378	269277	441217
379	270234	440908
380	271133	440503
381	272959	441594
382	274326	441931
383	275465	441893
384	276311	441379
385	277234	440988
386	278414	441003
387	279387	440682
388	280484	440555
389	283035	442696
390	284487	443101
391	285651	443051
392	287498	444050
393	288918	444377
394	290012	444196
395	291239	444213
396	293108	445199
397	294382	445271
398	295577	445217
399	296512	444768
400	297588	444527
401	298777	444450
402	300007	444428
403	301673	445043
404	302819	444883
405	303952	444698
406	305065	444480
407	306020	444029
408	306921	443498
409	308542	444000
410	309917	444139
411	311145	444061
412	312614	444321
413	314253	444812
414	315467	444695
415	316804	444745
416	318000	444590
417	319115	444318
418	320295	444132
419	321425	443872
420	322346	443321
421	323300	442813
422	325241	443650
423	326672	443782
424	328088	443884
425	329652	444179
426	331166	444398
427	332308	444112
428	333238	443541
429	334538	443458
430	335817	443341
431	336899	442960
432	337662	442158
433	338435	441369
434	339092	440430
435	339903	439691
436	340705	438941
437	341504	438186
438	342301	437428
439	343701	437438
440	344668	436893
441	345450	436111
442	346809	436055
443	347525	435190
444	348085	434129
445	348577	432986
446	349231	432047
447	350303	431623
448	351111	430874
449	352032	430261
450	353283	430050
451	354021	429211
452	355373	429115
453	356356	428569
454	357037	427660
455	357959	427039
456	359358	426983
457	360222	426289
458	361228	425761
459	362412	425440
460	364006	425595
461	366157	426390
462	367831	426620
463	368730	425947
464	369620	425262
465	370674	424764
466	371267	423737
467	372144	423036
468	373121	422446
469	374122	421882
470	375058	421243
471	376611	421294
472	378518	421732
473	379479	421109
474	380161	420178
475	380967	419384
476	382267	419132
477	383358	418646
478	384747	418483
479	385693	417834
480	386806	417364
481	387759	416721
482	389263	416665
483	390257	416059
484	391399	415609
485	392348	414952
486	392899	413875
487	393738	413103
488	394501	412249
489	395443	411584
490	397544	412118
491	398768	411736
492	399770	411122
493	401262	411010
494	402407	410536
495	403409	409916
496	404239	409119
497	405720	408978
498	406609	408238
499	407615	407615
500	408976	407343
501	409682	406418
502	410834	405933
503	411881	405344
504	412688	404516
505	414027	404208
506	415136	403672
507	415985	402884
508	416677	401942
509	417449	401079
510	418247	400241
511	419043	399401
512	419827	398549
513	420553	397644
514	421772	397203
515	422610	396402
516	423869	395994
517	425074	395532
518	425964	394776
519	426861	394025
520	427705	393226
521	428405	392295
522	429194	391445
523	429930	390547
524	430683	389665
525	431569	388905
526	432364	388061
527	433289	387334
528	433965	386384
529	434807	385584
530	435438	384596
531	436154	383684
532	437244	383101
533	437979	382206
534	439087	381637
535	439929	380834
536	440815	380069
537	441636	379248
538	442530	378490
539	443170	377515
540	443848	376573
541	444546	375650
542	445241	374724
543	446044	373890
544	446837	373047
545	447499	372096
546	448455	371389
547	449322	370609
548	450174	369815
549	451060	369049
550	452125	368428
551	452984	367639
552	453730	366758
553	454783	366124
554	455794	365456
555	456760	364750
556	457865	364155
557	459049	363620
558	459904	362823
559	460907	362141
560	461826	361393
561	462734	360636
562	463761	359971
563	464717	359249
564	465733	358573
565	467122	358181
