iter	Passed	Remaining
600	339578	225443
601	340405	225052
602	341175	224621
603	341908	224164
604	342627	223698
605	343337	223225
606	343999	222721
607	344717	222252
608	345535	221846
609	346262	221381
610	346952	220891
611	347849	220532
612	348620	220091
613	349252	219562
614	350148	219198
615	350684	218608
616	351307	218072
617	351924	217532
618	352581	217017
619	353402	216601
620	354204	216173
621	354914	215687
622	355715	215256
623	356531	214833
624	357422	214453
625	358228	214021
626	358978	213554
627	359651	213041
628	360221	212467
629	361012	212023
630	361658	211492
631	362443	211043
632	363162	210553
633	363787	210009
634	364524	209529
635	365336	209091
636	366025	208582
637	366845	208147
638	367456	207592
639	368241	207135
640	368933	206625
641	369638	206122
642	370234	205557
643	370993	205083
644	371835	204653
645	372766	204271
646	373589	203828
647	374370	203361
648	375190	202914
649	375998	202460
650	376707	201952
651	377590	201535
652	378418	201088
653	379152	200591
654	379911	200105
655	380703	199637
656	381638	199241
657	382512	198813
658	383323	198351
659	384139	197889
660	385120	197512
661	386135	197150
662	387185	196804
663	388063	196369
664	389039	195982
665	390006	195588
666	390879	195146
667	391917	194785
668	392847	194368
669	393784	193953
670	394763	193557
671	395729	193153
672	396665	192733
673	397692	192355
674	398541	191890
675	399400	191428
676	400114	190896
677	400930	190412
678	401931	190014
679	402865	189583
680	403961	189227
681	404748	188724
682	405547	188226
683	406360	187733
684	407158	187233
685	408029	186765
686	408749	186228
687	409619	185757
688	410395	185243
689	411281	184778
690	412180	184317
691	413125	183876
692	414124	183457
693	415107	183030
694	416092	182601
695	417172	182213
696	418109	181760
697	419088	181324
698	419992	180855
699	420878	180376
700	421674	179858
701	422448	179330
702	423388	178871
703	424338	178415
704	425172	177909
705	426140	177457
706	427254	177066
707	428151	176582
708	429238	176175
709	430187	175710
710	431200	175269
711	432044	174759
712	433054	174315
713	434000	173843
714	434970	173380
715	435918	172906
716	436762	172390
717	437706	171912
718	438542	171391
719	439393	170875
720	440345	170397
721	441043	169820
722	441930	169315
723	442794	168800
724	443776	168328
725	444598	167796
726	445443	167271
727	446175	166702
728	446987	166164
729	447976	165689
730	448911	165194
731	449879	164710
732	450993	164277
733	451674	163685
734	452660	163203
735	453644	162720
736	454667	162249
737	455800	161815
738	456651	161280
739	457673	160804
740	458673	160319
741	459591	159804
742	460464	159272
743	461323	158735
744	462203	158203
745	462987	157639
746	464001	157151
747	465039	156670
748	466051	156180
749	467163	155721
750	468283	155263
751	469253	154753
752	470183	154230
753	471356	153784
754	472428	153304
755	473352	152775
756	474486	152311
757	475309	151747
758	476219	151210
759	477349	150742
760	478116	150157
761	478931	149587
762	479662	148990
763	480555	148443
764	481265	147839
765	482191	147301
766	483163	146775
767	484142	146251
768	485194	145747
769	486281	145252
770	487515	144800
771	488473	144264
772	489501	143747
773	490320	143168
774	491465	142683
775	492587	142190
776	493657	141680
777	494811	141193
778	495613	140604
779	496695	140093
780	497811	139591
781	498797	139050
782	499918	138546
783	500699	137947
784	501719	137413
785	502730	136875
786	503577	136292
787	504411	135704
788	505352	135144
789	506272	134578
790	507134	133996
791	507924	133394
792	508682	132783
793	509810	132268
794	510853	131729
795	511771	131157
796	512682	130582
797	513684	130030
798	514429	129412
799	515519	128879
800	516354	128282
801	517309	127714
802	518246	127141
803	519214	126574
804	520092	125985
805	521122	125431
806	522220	124892
807	523284	124344
808	524263	123775
809	525219	123199
810	526139	122614
811	527245	122071
812	528417	121542
813	529426	120974
814	530527	120426
815	531655	119883
816	532739	119328
817	533848	118778
818	534985	118232
819	535921	117641
820	536753	117026
821	537687	116433
822	538577	115830
823	539690	115273
824	540960	114749
825	541989	114172
826	543166	113625
827	544247	113056
828	545355	112491
829	546429	111919
830	547463	111337
831	548648	110784
832	549451	110154
833	550400	109552
834	551474	108974
835	552421	108369
836	553437	107778
837	554262	107148
838	555253	106550
839	556304	105962
840	557451	105392
841	558447	104791
842	559454	104192
843	560396	103580
844	561275	102955
845	562149	102329
846	562965	101692
847	563914	101079
848	564729	100440
849	565584	99808
850	566523	99191
851	567482	98576
852	568305	97937
853	569033	97282
854	569920	96653
855	570795	96021
856	571606	95378
857	572497	94749
858	573418	94123
859	574282	93487
860	575081	92841
861	575996	92212
862	576695	91549
863	577322	90874
864	578047	90215
865	578686	89542
866	579337	88871
867	579870	88183
868	580417	87496
869	581038	86821
870	581546	86130
871	582094	85445
872	582635	84759
873	583177	84073
874	583727	83389
875	584223	82698
876	584683	82002
877	585202	81315
878	585718	80627
879	586279	79947
880	586783	79259
881	587220	78562
882	587787	77883
883	588309	77198
884	588759	76505
885	589198	75811
886	589673	75121
887	590110	74428
888	590625	73745
889	591117	73059
890	591607	72374
891	592110	71690
892	592567	71001
893	593051	70317
894	593527	69631
895	593999	68946
896	594463	68260
897	594943	67577
898	595493	66901
899	595954	66217
900	596474	65539
901	596962	64858
902	597406	64173
903	597926	63496
904	598422	62817
905	598885	62136
906	599410	61461
907	599945	60787
908	600481	60114
909	600974	59437
910	601421	58755
911	602029	58090
912	602524	57414
913	603147	56751
914	603725	56083
915	604179	55405
916	604610	54724
917	605025	54043
918	605570	53374
919	606003	52695
920	606529	52025
921	607005	51351
922	607525	50681
923	608087	50015
924	608595	49345
925	609093	48674
926	609615	48006
927	610150	47339
928	610588	46665
929	611041	45992
930	611573	45326
931	612063	44657
932	612500	43984
933	613063	43321
934	613564	42654
935	614103	41989
936	614584	41322
937	615077	40655
938	615542	39987
939	616022	39320
940	616499	38654
941	617027	37991
942	617525	37326
943	618039	36663
944	618619	36004
945	619085	35338
946	619548	34673
947	620018	34009
948	620499	33346
949	620927	32680
950	621318	32013
951	621863	31354
952	622252	30688
953	622833	30031
954	623421	29375
955	623896	28714
956	624391	28055
957	624853	27394
958	625367	26736
959	625917	26079
960	626482	25424
961	626901	24763
962	627495	24109
963	628028	23453
964	628551	22797
965	628958	22137
966	629474	21481
967	629899	20823
968	630398	20167
969	630900	19512
970	631388	18857
971	631879	18202
972	632366	17547
973	632836	16892
974	633286	16238
975	633747	15583
976	634251	14931
977	634709	14277
978	635213	13625
979	635717	12973
980	636229	12322
981	636768	11671
982	637262	11020
983	637690	10368
984	638287	9720
985	638786	9069
986	639304	8420
987	639858	7771
988	640416	7122
989	640928	6474
990	641446	5825
991	641984	5177
992	642602	4529
993	643051	3881
994	643555	3233
995	644161	2586
996	644639	1939
997	645158	1292
998	645642	646
999	646149	0
